No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
⚠ WiFi connection timeout (20s). Falling back to AP Setup Mode!
✖ WiFi connection lost
🚀 AP Mode active. SSID: 'Pool-Controller-Setup'. IP: 192.168.4.1
[ 70105][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70113][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70121][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70129][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70137][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70145][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70153][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70161][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70169][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70177][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70185][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70193][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70201][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70209][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70217][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70225][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70233][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70241][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70249][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70257][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70265][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70273][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70281][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70289][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70297][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70305][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70313][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70321][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70329][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70337][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70345][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70353][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70361][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70369][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70377][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70385][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70393][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70401][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70409][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70417][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70425][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70433][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70441][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70449][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70457][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70465][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70473][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70481][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70489][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70497][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70505][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70513][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70521][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70529][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70537][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70545][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70553][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70561][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70569][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70577][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70585][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70593][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70601][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70609][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70617][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70625][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70633][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70641][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70649][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70657][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70665][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70673][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70681][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70689][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70697][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70705][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70713][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70721][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70729][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70737][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70745][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70753][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70761][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70769][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70777][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70785][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70793][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70801][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70809][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70817][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70825][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70833][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70841][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70849][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70857][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70865][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70873][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70881][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70889][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70897][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70905][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70913][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70921][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70929][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70937][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70945][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70953][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70961][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70969][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70977][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70985][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 70993][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71001][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71009][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71017][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71025][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71033][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71041][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71049][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71057][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71065][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71073][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71081][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71089][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71097][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71105][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71113][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71121][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71129][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71137][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71145][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71153][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71161][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71169][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71177][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71185][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71193][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71201][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71209][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71217][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71225][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71233][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71241][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71249][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71257][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71265][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71273][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71281][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71289][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71297][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71305][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71313][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71321][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71329][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71337][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71345][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71353][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71361][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71369][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71377][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71385][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71393][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71401][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71409][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71417][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71425][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71433][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71441][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71449][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71457][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71465][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71473][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71481][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71489][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71497][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71505][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71513][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71521][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71529][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71537][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71545][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71553][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71561][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71569][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71577][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71585][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71593][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71601][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71609][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71617][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71625][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71633][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71641][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71649][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71657][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71665][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71673][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71681][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71689][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71697][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71705][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 71713][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
[ 72026][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72034][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72042][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72050][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72058][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72066][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72074][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72082][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72090][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72098][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72106][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72114][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72122][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72130][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72138][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72146][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72154][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72162][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72170][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72178][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72186][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72194][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72202][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72210][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72218][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72226][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72234][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72242][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72250][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72258][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72266][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72274][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72282][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72290][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72298][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72306][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72314][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72322][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72330][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72338][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72346][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72354][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72362][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72370][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72378][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72386][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72394][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72402][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72410][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72418][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72426][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72434][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72442][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72450][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72458][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72466][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72474][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72482][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72490][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72498][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72506][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72514][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72522][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72530][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72538][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72546][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72554][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72562][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72570][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72578][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72586][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72594][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72602][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72610][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72618][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72626][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72634][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72642][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72650][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72658][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72666][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72674][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72682][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72690][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72698][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72706][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72714][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72722][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72730][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72738][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72746][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72754][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72762][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72770][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72778][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72786][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72794][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72802][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72810][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72818][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72826][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72834][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72842][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72850][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72858][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72866][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72874][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72882][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72890][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72898][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72906][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72914][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72922][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72930][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72938][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72946][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72954][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72962][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72970][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72978][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72986][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 72994][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73002][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73010][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73018][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73026][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73034][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73042][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73050][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73058][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73066][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73074][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73082][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73090][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73098][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73106][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73114][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73122][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73130][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73138][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73146][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73154][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73162][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73170][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73178][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73186][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73194][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73202][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73210][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73218][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73226][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73234][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73242][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73250][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73258][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73266][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 73274][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
